Rating,Review,Name
5.0,This is the best and decent place to have non veg in the jaipur city. The interior is amazing and service and staff behaviour is also good. And the quantity and quality of food is so good I ordered Chicken and Mutton biryani and that was the best biryani I've ever had. Overall experience was so good.,Shubham Singh
5.0,I went there today with my friends and seriously i enjoyed a lot there.....had tried their kcco special biryani and paneer Tikka Biryani. Both of them were really so good in taste. The presentation of all the items were really good. Impressed with the service and staaf there. Must visit this place once if you want to have good experience.,Yogesh Singh
5.0,It's wonderful experience with KnC. Never fails the expectation. Always perfect for dining. Would like to thanks specially today's server - Mr. Ajay.,Vinita Srivastava
3.0,"Located on main Chitrakoot road this brand is known for its non vegetarian delicacies. With amazing matka chicken to special tandoori chicken, this is the place for non veg lovers. Though parking could be little problematic at this outlet but it is still worth to visit. The seating is comfortable and food is hygienic and well presented.",Tarun Gupta Photography
5.0,"Amazing food taste and quality, ambience is very beautiful, this is a perfect family restaurant, i really loved the gole kebab , paneer tikka masala and dal makhani, main course here is definitely the best in city.",sheetal vijay
5.0,"I visited with my friends for lunch.
It was great experience.
Ambiance was so beautiful and food quality and quantity is nice
Price is also budget friendly.
You can visit with your family and friends.
Highly recommended ❤️",Foodiesimmy
5.0,Vishnu the service was very good will visit again . The taste of food is great.,Rahul G
5.0,The taste of the food was good enough.i ordered paneer tikka and butter chicken curry.food was good.service of the restaurant is very nice.bheaviour of staff is also good.best place for non veg food.one time must go there to taste.price is high a bit but it's justified.,Aditya Sharma
5.0,"KCCO serves both veg and non veg. But I can say its a paradise for non veg lovers.
They have ample variety in non veg dishes.
I have been experincing the taste of kcco since 6 to 7 yrs. They have authentic non veg. Dishes. People will love there handi chicken boneless.",Amit vats
5.0,"I visoted this place few weeks ago with my family. It has good ambiance, good service, food is also good specially non veg items. Over All its a good option in Vaishali Nagar area to go for lunch ofr dinner.",Md Abid Khan
4.0,Tasty food with great staff services,ankit mathur
5.0,Great restaurant and ambience. Food was tasty all staff professional and friendly- particularly Vishnu,Aatish Gopichand
5.0,"Visited this place and was so amazed to try their rolls and biryani,they are lipsmacking , mouth watering and fulfilling.

I am just amazed to have had such amazing food in Jaipur and everything is authentic .

The paneer chilly roll i had was great, the malai kofta , the veg biryani were amazing too.

The staff is courteous and warm and it felt great to dine here , highly recommend this to everyone.",vidisha bhardwaj
5.0,"The place is great n ambience is also nyc ..
The food is delicious nd quantity is also great ..they also give complimentary onion ,achar, chuntey ...one can enjoy great food n time over there...service is …",micky maheshwari
5.0,Food was tasty  & thanks to Mr. Vishnu to their service & polite behavior during our visit,Amit Agarwal
5.0,"Very good overall experience and food, Mr. Vishanu was very polite.",lalit kumar
5.0,"All services and food are good
Vishnu Kumar thanks for the amazing service",LALITA HAZARI
5.0,Great service and food... MR VISHNU took care of us with great pleasure and gave us Wow moment. Highly recommend,Manoj Panda
5.0,Good service and tasty food. Loved the service from Mr. Vishnu,Tanishq Jain
5.0,Excellent experience. Ajay Ji from food service department is doing fantastic job in terms of serving the food and suggests good variety of food as per the liking of customer.,Shakti Singh
5.0,"Nice food
Nice serve by staff specially Ajay ji",James Basna
5.0,"Excellent food quality.
Great service by Ajay",atul mane
5.0,Great food. Thanks to Ajay for wonderful service.,ASHISH CHACKO
5.0,"It was wonderful experience at kebab and curries chitrkoot, wonderful food, wonderful service,all great. Staff member Vishnu was very helpful.",Girdhari Agarwal (Yojeans.com)
5.0,Food is always good and service is most important factor we keep on coming to KCC especially Vishnu ji…,shashank savita
5.0,"Very tasty food...the service provider shri Vishnu ji was very cordial..service was good
.",Maya Das
5.0,"The Restaurant is well maintained. The staff is professional. Atmosphere inside is really well. Perfect for family and Singles. You can have a good time with good food.
Tandoori chicken is awesome over here. The Main Meal is also seems affordable as compare to other restaurants over here in the same area. Worth a try!",Amol Bansod
5.0,Good Food! Great Service By Ajay Ji,abhinaba dutta choudhury
3.0,"If you are a chicken lover, try matka chicken special and tandoori chicken special
Also try mushroom masala in veg
The ambience is good but has a very slow service..",Kanak Sanpal
5.0,"1. Decent place,
2. food was good,
3. instructions with respect to spices etc. were followed well,
4. Service was decent
5. Pricing was appropriate",Raspreet Singh
5.0,The food was amazing and quantity was decent. Staffs were polite too. Vishnu served well.,Sangha Mitra
5.0,Great food and services by Mr. Vishnu. Thank you for good recommendations and yumm food.,Shitiz Yadav
5.0,Food was great. Our server Vishnu was also very good.,umang dhyani
5.0,"Food service were too good , our waiter ( Vishnu ) was also very kind towards us .",Aryan Kumar
5.0,"The food here is amazing and worth trying. The atmosphere is relaxing and really is a family restaurant, Mr Vijay conducted very good service. THE BEST",Pritish Hotwani
5.0,"It's always a pleasure to come here.
The food is excellent and best for non-veg lovers.
Special thanks to Mr. Ajay for always catering to our needs, serving us and making us comfortable.",pradipta Chowdhury
5.0,"Had dinner with family. Awesome food taste service the best. Ask for Mr. Ajay, their best host and ours for the evening. Good Job",Rajkumar Hotwani
